NtsbNo,EventType,EventDate,City,State,Country,N,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,CoordSource
NYC90LA017,ACC,1989-10-25T11:00:00Z,TOWNSEND,Massachusetts,United States,N6309F,Minor,0,0,1,THE PILOT'S FAILURE TO USE CARBURETOR HEAT DURING WEATHER CONDITIONS FAVORABLE TO CARBURETOR ICING. A CONTRIBUTING FACTOR WAS THE LACK OF SUITABLE TERRAIN.,42.3188,-71.0852,CESSNA,T172N,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
LAX90FA016,ACC,1989-10-24T13:00:00Z,SO LAKE TAHOE,California,United States,N30228,Fatal,3,0,0,THE PILOT'S DECISION TO CONTINUE VFR FLIGHT AFTER ENCOUNTERING INSTRUMENT METEOROLOGICAL CONDITIONS.,34.1141,-118.4068,CESSNA,177,AIR,,,FALSE,1,,PERS,91,Destroyed,IMC,,state_centroid
MKC90LA015,ACC,1989-10-23T15:00:00Z,CHEROKEE VILL,Arkansas,United States,N704SZ,None,0,0,0,THE PILOTS FAILURE TO USE CARBURETOR HEAT PROPERLY. CONTRIBUTING TO THE ACCIDENT WERE THE CARBURETOR ICING CONDITIONS.,34.7256,-92.3577,CESSNA,150,AIR,NONE,,FALSE,1,,INST,91,Substantial,VMC,HESSTON COLLEGE,state_centroid
CHI90LA009,ACC,1989-10-14T15:45:00Z,LAKEVILLE,Michigan,United States,N94668,None,0,0,0,"INADEQUATE SUPERVISION OF THE FLIGHT BY THE FLIGHT INSTRUCTOR (CFI), FAILURE OF BOTH THE STUDENT AND THE CFI TO SEE-AND-AVOID THE STATIC LINE,  AND FAILURE OF THE PILOTS TO MAINTAIN ADEQUATE  CLEARANCE FROM THE POWER LINE/STATIC WIRE.  THE STATIC WIRE WAS A RELATED FACTOR.",42.3834,-83.1024,CESSNA,152,AIR,,,FALSE,1,,INST,91,Destroyed,VMC,,state_centroid
ANC90LA005,ACC,1989-10-13T19:40:00Z,NEAR COLD BAY,Alaska,United States,N4065E,None,0,0,0,"IMPROPER USE OF CARBURETOR HEAT BY THE PILOT, WHICH RESULTED IN LOSS OF ENGINE POWER DUE TO CARBURETOR ICE. CARBURETOR ICING CONDITIONS AND HIGH VEGETATION IN THE FORCED LANDING AREA WERE CONTRIBUTING FACTORS.",61.1508,-149.1091,PIPER,PA-18,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,ROGER WILLIAM MERCER,state_centroid
NYC90MA009,ACC,1989-10-10T13:29:00Z,LACEY TOWNSHIP,New Jersey,United States,N21FL,Fatal,5,0,0,"IN-FLIGHT SEPARATION OF A MAIN ROTOR BLADE DUE TO FATIGUE FAILURE OF THE MAIN ROTOR BLADE SPAR, WHICH ORIGINATED AT A MANUFACTURING INDUCED SCRATCH (TOOL MARK) THAT WAS THE RESULT OF INADEQUATE QUALITY CONTROL.",40.2237,-74.7641,AGUSTA,A109A MKII,HELI,,,FALSE,2,NSCH,UNK,135,Destroyed,VMC,PARAMOUNT AVIATION,state_centroid
ANC90LA004,ACC,1989-10-08T15:00:00Z,MONTAGUE ISLAND,Alaska,United States,N5222X,None,0,0,0,"SELECTION OF UNSUITABLE TERRAIN BY THE PILOT. CONTRIBUTING FACTORS WERE: ROUGH TERRAIN, GUSTY WINDS, HIGH VEGETATION, AND TREES.",61.1508,-149.1091,CHAMPION,7KCAB,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
NYC90LA007,ACC,1989-10-08T11:10:00Z,ROCKWOOD,Maine,United States,N7321H,None,0,0,0,THE PILOT'S IMPROPER COMPENSATION FOR THE GUSTING CROSSWIND. CONTRIBUTING FACTOR(S) WAS: THE WIND CONDITIONS AND THE PILOT'S SELECTION OF A TOUCHDOWN POINT.,43.6773,-70.2715,CESSNA,185F,AIR,,MOOSEHEAD LAKE,FALSE,1,,UNK,91,Substantial,VMC,,state_centroid
DEN90T#A01,ACC,1989-10-01T23:50:00Z,MERCURY,Nevada,United States,N7EG,None,0,0,0,,36.2333,-115.2654,MBB,BO-105S,HELI,,,FALSE,2,UNK,PUBU,PUBU,Substantial,Unknown,EDGERTON GERMESHAUSEN GRIER,state_centroid
ANC89LA180,ACC,1989-09-30T20:00:00Z,WINDY FORK,Alaska,United States,N4579A,None,0,0,0,IMPROPER PLANNING/DECISION BY THE PILOT.,61.1508,-149.1091,PIPER,PA-18,AIR,NONE,,FALSE,1,,PERS,91,Substantial,VMC,"SHEEHAN, DUANE W.",state_centroid
ANC89LA179,ACC,1989-09-30T18:45:00Z,KIANA CREEK,Alaska,United States,N83381,None,0,0,0,"IMPROPER PLANNING/DECISION BY THE PILOT, AND THE PREMATURE LIFT-OFF.  FACTORS RELATED TO THE ACCIDENT WERE:  THE UNFAVORABLE WIND CONDITION AND THE PILOT'S SELF-INDUCED PRESSURE.",61.1508,-149.1091,PIPER,PA-18,AIR,NONE,GRAVEL STRIP,FALSE,1,,BUS,91,Substantial,VMC,,state_centroid
ANC89LA178,ACC,1989-09-30T14:00:00Z,SHOTGUN HILLS,Alaska,United States,N9706H,Serious,0,1,2,THE PILOT'S FAILURE TO ADEQUATELY EVALUATE THE EXISTING WEATHER CONDITIONS AND TO MAINTAIN CONTROL OF THE AIRCRAFT. CONTRIBUTING TO THE ACCIDENT WAS THE PILOT'S OVERCONFIDENCE IN BOTH PERSONAL ABILITY AND THE ABILITY OF THE AIRCRAFT ALONG WITH THE DOWNDRAFT CONDITIONS ENCOUNTERED.,61.1508,-149.1091,CESSNA,185,AIR,,,FALSE,1,,BUS,91,Substantial,VMC,"GUNDER, DENNIS",state_centroid
ANC89LA176,ACC,1989-09-28T19:30:00Z,TRADING BAY,Alaska,United States,N64399,None,0,0,0,PILOT IN COMMANDS FAILURE TO PERFORM AN ADEQUATE VISUAL APPROACH RESULTING IN COLLISION WITH A TREE.,61.1508,-149.1091,CESSNA,185,AIR,NONE,REMOTE AIRSTRIP,FALSE,1,,PERS,91,Substantial,VMC,"FONTENOT, BYRAN",state_centroid
ANC89LA175,ACC,1989-09-26T15:30:00Z,COTTONWOOD CRK,Alaska,United States,N3882M,None,0,0,0,IMPROPER INFLIGHT PLANNING/DECISION BY THE PILOT AND HIS FAILURE TO MAINTAIN ADEQUATE AIRSPEED.  FACTORS RELATED TO THE ACCIDENT WERE:  THE PILOT'S LOW PASS OVER RISING TERRAIN AND THE AIRCRAFT'S SUBSEQUENT IMPACT WITH ALDER BUSHES (HIGH VEGETATION).,61.1508,-149.1091,PIPER,PA-12,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
ANC89LA174,ACC,1989-09-25T11:45:00Z,REDOUBT BAY,Alaska,United States,N180KA,None,0,0,0,IMPROPER PLANNING/DECISION BY THE PILOT.  FACTORS RELATED TO THE ACCIDENT WERE:  THE UNFAVORABLE RUNWAY AND TERRAIN CONDITIONS.,61.1508,-149.1091,CESSNA,180,AIR,,UNNAMED STRIP,FALSE,1,NSCH,UNK,135,Substantial,VMC,,state_centroid
MIA89FA253,ACC,1989-09-24T09:35:00Z,OCHOPEE,Florida,United States,"N1063F, N80587",Fatal,2,0,0,THE FAILURE OF THE PILOTS OF BOTH AIRPLANES TO SEE AND AVOID EACH OTHER WHILE MANUEVERING.,25.784,-80.2101,"CESSNA, CESSNA","172N, 152","AIR,AIR",,,"FALSE,FALSE","1,1",,"INST,INST","91,091","Destroyed,Minor",VMC,",",state_centroid
ANC89LA173,ACC,1989-09-21T18:00:00Z,NEAR TALKEETNA,Alaska,United States,N2460A,None,0,0,0,"THE PASSENGER'S INADVERTENT INTERFERENCE WITH THE THROTTLE CONTROL, AND LACK OF APPROPRIATE REMEDIAL ACTION BY THE PILOT.",61.1508,-149.1091,PIPER,PA-18,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
MIA89FA252,ACC,1989-09-20T22:00:00Z,OCHOPEE,Florida,United States,N47009,Fatal,2,0,0,"FAILURE OF THE PILOT TO MAINTAIN ALTITUDE/CLEARANCE OVER THE TERRAIN. RELATED FACTORS WERE:  DARK NIGHT, SPATIAL DISORIENTATION OF THE PILOT, AND HIS LACK OF EXPERIENCE IN THE TYPE OF OPERATION (NIGHT FLYING).",25.784,-80.2101,CESSNA,152,AIR,,,FALSE,1,,PERS,91,Destroyed,VMC,,state_centroid
LAX89LA317,ACC,1989-09-20T17:30:00Z,ZENIA,California,United States,N8579M,None,0,0,0,"FAILURE OF THE PILOT TO REALIZE THAT THE FLAPS DID NOT EXTEND, WHICH RESULTED IN EXCESSIVE AIRSPEED. THE SEIZED FLAP ACTUATOR WAS A RELATED FACTOR.",34.1141,-118.4068,CESSNA,182,AIR,2Q4,SHANNON,FALSE,1,NSCH,UNK,135,Substantial,VMC,COMSTOCK AIR SERVICES,state_centroid
NYC89LA219,ACC,1989-09-20T16:00:00Z,MONTAGUE,New Jersey,United States,N2467A,Minor,0,0,1,IMPROPER PLANNING/DECISION BY THE PILOT WHICH RESULTED IN HIS INADVERTENT FLIGHT INTO INSTRUMENT METEOROLOGICAL CONDITIONS (IMC). FACTORS RELATED TO THE ACCIDENT WERE: THE ADVERSE WEATHER CONDITIONS AND SOFT TERRAIN IN THE EMERGENCY LANDING AREA.,40.2237,-74.7641,PIPER,PA-22,AIR,,,FALSE,1,,PERS,91,Substantial,IMC,,state_centroid
ANC89LA170,ACC,1989-09-20T04:25:00Z,MULCHATNA RIVER,Alaska,United States,N4443R,None,0,0,0,"IMPROPER PLANNING/DECISION BY THE PILOT, WHICH RESULTED IN FUEL EXHAUSTION DUE TO AN INADEQUATE SUPPLY OF FUEL. FACTORS RELATED TO THE ACCIDENT WERE:  LOSS OF FUEL THAT HAD SIPHONED (LEAKED) FROM THE AIRCRAFT BEFORE TAKEOFF AND TREE(S) OVERHANGING THE FAST MOVING RIVER.",61.1508,-149.1091,CESSNA,185,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
ANC89LA168,ACC,1989-09-19T13:10:00Z,SLEEPY BAY,Alaska,United States,N851TB,None,0,0,0,SELECTION OF UNSUITABLE TERRAIN (WATER CONDITION) BY THE PILOT. THE ROUGH WATER CONDITION WAS A RELATED FACTOR.,61.1508,-149.1091,de Havilland,DHC-6,AIR,,,FALSE,2,,BUS,91,Substantial,VMC,SOUND ADVENTURES,state_centroid
ANC89LA172,ACC,1989-09-18T20:30:00Z,PORT MOLLER,Alaska,United States,N7124K,Serious,0,1,0,IMPROPER PLANNING/DECISION BY THE PILOT.  FACTORS RELATED TO THE ACCIDENT WERE:  THE PILOT'S SELF INDUCED PRESSURE AND THE ADVERSE WEATHER CONDITIONS.,61.1508,-149.1091,PIPER,PA-18-105,AIR,,,FALSE,1,,UNK,91,Substantial,VMC,,state_centroid
ANC89LA162,ACC,1989-09-11T17:00:00Z,TRADING BAY,Alaska,United States,N3680Z,None,0,0,0,THE PILOT SELECTED UNSUITABLE TERRAIN FOR HIS INTENDED LANDING AREA.  WET TERRAIN/HYDROPLANING CONDITIONS IN THE INITIAL TOUCHDOWN AREA AND AN OBJECT (STUMP) CONTRIBUTED TO THE OCCURRENCE.,61.1508,-149.1091,PIPER,PA-18,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,JAMES DRISKELL,state_centroid
ANC89LA163,ACC,1989-09-10T19:30:00Z,WOOD RIVER,Alaska,United States,N4099E,None,0,0,0,"INNADEQUATE PREFLIGHT PLANNING/PREPARATION BY THE PILOT.  THE WIND CONDITIONS, HIGH DENSITY ALTITUDE AND TREES WERE CONTRIBUTING FACTORS.",61.1508,-149.1091,PIPER,PA-18,AIR,,HUNTING STRIP,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
NYC89DHM05,ACC,1989-09-10T18:17:00Z,ALLAIRE AIRPORT,New Jersey,United States,N31549,Minor,0,0,1,THE IMPROPER FLARE AND TOUCHDOWN BY THE PILOT IN COMMAND WHILE MAKING A FORCED LANDING FOLLOWING LOSS OF ENGINE POWER.,40.2237,-74.7641,WOODS,FORMULA VEE SL-1,AIR,,,TRUE,1,,PERS,91,Substantial,VMC,RICHARD LEONARD,state_centroid
FTW89LA161,ACC,1989-09-05T07:15:00Z,CARMIN,Texas,United States,N94777,None,0,0,0,LOSS OF POWER FOR AN UNKNOWN REASON. FACTORS RELATED TO THE ACCIDENT WERE THE DITCH & FENCE.,29.786,-95.3885,CESSNA,152,AIR,,,FALSE,1,,PERS,91,Destroyed,VMC,GORDON CRAGG A/C SALES INC,state_centroid
SEA89LA164,ACC,1989-09-04T22:10:00Z,LESTER,Washington,United States,N44888,Minor,0,0,4,THE PILOT'S LOSS OF CONTROL OF THE AIRCRAFT DUE TO HIS IMPROPER USE OF THE AIRCRAFT FLIGHT CONTROLS. CONTRIBUTING FACTORS IN THE ACCIDENT WERE THE MODERATE TURBULENCE AND TRACE MIXED ICING IN CLOUDS.,47.6211,-122.3244,CESSNA,182,AIR,,,FALSE,1,,PERS,91,Destroyed,IMC,EVERGREEN FLYING CLUB,state_centroid
ANC89LA156,ACC,1989-09-02T13:30:00Z,SHEENJEK RIVER,Alaska,United States,N17689,None,0,0,0,"FAILURE OF THE PILOT TO GO AROUND WHEN HE WAS UNABLE TO ATTAIN THE PROPER TOUCHDOWN POINT AND HIS EXCESSIVE APPLICATION OF BRAKES DURING THE LANDING.  CONTRIBUTING FACTORS WERE:  THE DOWNDRAFT, EXCESSIVE REMEDIAL ACTION, AND SOFT TERRAIN.",61.1508,-149.1091,de Havilland,DHC-3,AIR,,,FALSE,1,,POSI,91,Substantial,VMC,,state_centroid
NYC89FA206,ACC,1989-09-01T22:05:00Z,NORTHFIELD,New Hampshire,United States,N65595,Fatal,4,0,0,THE PILOT INITIATED FLIGHT INTO KNOWN ADVERSE WEATHER WHICH RESULTED IN A LOSS OF CONTROL. CONTRIBUTING FACTOR(S) WAS: THE PILOT'S OVERCONFIDENCE AND THE EXISTING WEATHER CONDITIONS.,42.7491,-71.491,CESSNA,172P,AIR,,,FALSE,1,,PERS,91,Destroyed,IMC,HARRY P. AVAKIAN,state_centroid
NYC89LA207,ACC,1989-09-01T22:00:00Z,SANBORNTON,New Hampshire,United States,N9334J,Minor,0,0,2,"VFR FLIGHT INTO INSTRUMENT METEOROLOGICAL CONDITIONS (IMC) BY THE PILOT, AND HIS INADEQUATE REMEDIAL ACTION TO CORRECT THE SITUATION.  THE ADVERSE WEATHER CONDITIONS AND DARKNESS WERE RELATED FACTORS.",42.7491,-71.491,PIPER,PA-28-180,AIR,,,FALSE,1,,PERS,91,Substantial,IMC,A G. ALLEN & R. HANLON,state_centroid
NYC89LA209,ACC,1989-09-01T17:45:00Z,NO. WINDHAM,Vermont,United States,N2054S,Serious,0,1,0,THE PILOT'S FAILURE TO ASSURE AN ADEQUATE SUPPLY OF FUEL WAS AVAILABLE.,44.4876,-73.2316,CESSNA,210,AIR,,,FALSE,1,,PERS,91,Destroyed,VMC,"GEORGE A. LITTLE, M.D.",state_centroid
ANC89LA151,ACC,1989-08-27T16:00:00Z,BAINBRIDGE,Alaska,United States,N4605T,None,0,0,0,"CONTINUED FLIGHT BY THE PILOT INTO KNOWN ADVERSE WEATHER CONDITIONS, AND HIS SUBSEQUENT SELECTION OF UNSUITABLE TERRAIN FOR LANDING. FACTORS RELATED TO THE ACCIDENT WERE: ADVERSE WEATHER CONDITIONS AND TERRAIN CONDITIONS IN THE PRECAUTIONARY LANDING AREA.",61.1508,-149.1091,MAULE,M-4-210,AIR,,,FALSE,1,,PERS,91,Substantial,IMC,,state_centroid
NYC89LA199,ACC,1989-08-25T16:15:00Z,DEER ISLE,Maine,United States,N4840C,Serious,0,1,0,THE PILOT'S INADEQUATE PREFLIGHT IN DETERMINING THE ADEQUACY OF THE TAKEOFF ENVIRONMENT UNDER THE EXISTING ADVERSE WIND CONDITIONS.,43.6773,-70.2715,CESSNA,A185F,AIR,,,FALSE,1,,PERS,91,Destroyed,VMC,,state_centroid
ANC89LA146,ACC,1989-08-19T14:30:00Z,EUREKA LODGE,Alaska,United States,N78254,None,0,0,0,IMPROPER PLANNING/DECISION BY THE PILOT. A CONTRIBUTING FACTOR WAS THE HUMP (UNEVEN SURFACE) ON THE RUNWAY.,61.1508,-149.1091,CESSNA,172,AIR,NONE,EUREKA,FALSE,1,,PERS,91,Substantial,VMC,"RASMUSSEN, WILLARD",state_centroid
ANC89LA145,ACC,1989-08-19T13:00:00Z,GALBRAITH LAKE,Alaska,United States,N88297,None,0,0,0,THE PILOTS FAILURE TO MAINTAIN DIRECTION CONTROL AFTER ABORTING TAKEOFF FOLLOWING FAILURE OF THE TAIL LANDING GEAR TIRE.,61.1508,-149.1091,BELLANCA,8GCBC,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,PHILIP A. SUMMERS,state_centroid
NYC89LA197,ACC,1989-08-19T09:40:00Z,PLYMOUTH,Connecticut,United States,N414LF,None,0,0,0,IMPROPER COMPENSATION FOR WIND CONDITIONS BY THE PILOT. A FACTOR RELATED TO THE ACCIDETN WAS: THE DOWNDRAFT.,41.7661,-72.6834,SCHWEIZER,SGS-2-32,GLI,,,FALSE,0,,PERS,91,Substantial,VMC,,state_centroid
ANC89LA140,ACC,1989-08-14T19:30:00Z,RAINY PASS,Alaska,United States,N3669N,None,0,0,0,"PILOT-IN-COMMAND'S FAILURE TO MAINTAIN CONTROL OF THE AIRPLANE DURING LANDING, DUE TO MISJUDGEMENT OF AIRSPEED AND DISTANCE TO THE LANDING TOUCH-DOWN POINT.",61.1508,-149.1091,PIPER,PA-12,AIR,,,FALSE,1,,BUS,91,Substantial,VMC,"HUMBLE, VERNN C.",state_centroid
ANC89LA142,ACC,1989-08-13T09:00:00Z,RED LAKE,Alaska,United States,N83622,None,0,0,0,THE PILOT'S SELECTION OF UNSUITABLE TERRAIN. THE ROUGH/UNEVEN TERRAIN WAS A CONTRIBUTING FACTOR.,61.1508,-149.1091,PIPER,PA-18,AIR,NONE,,FALSE,1,,PERS,91,Substantial,VMC,"WILLIAMS, JAY K.",state_centroid
ANC89FA144,ACC,1989-08-13T01:00:00Z,WINDY FORK,Alaska,United States,N7542H,Fatal,2,0,0,"FAILURE OF THE PILOT TO MAINTAIN AIRSPEED WHILE OPERATING TO OR FROM THE GRAVEL BAR, WHICH RESULTED IN AN INADVERTENT STALL.  THE RISING TERRAIN WAS CONSIDERED A CONTRIBUTING FACTOR.",61.1508,-149.1091,PIPER,PA-12,AIR,NONE,,FALSE,1,,PERS,91,Destroyed,Unknown,"JAROS, MARTIN R.",state_centroid
ANC89LA139,ACC,1989-08-09T18:30:00Z,NEBESNA GLACIER,Alaska,United States,N5644W,None,0,0,0,"THE PILOT ALLOWED THE AIRCRAFT TO INADVERTENTLY TOUCH DOWN, HE DELAYED MAKING A GO-AROUND, AND HE DID NOT MAINTAIN SUFFICIENT SPEED TO CONTINUE THE GO-AROUND. CONTRIBUTING FACTORS WERE: THE PILOT'S SELECTION OF UNSUITABLE TERRAIN, HIGH VEGETATION IN THE SELECTED LANDING AREA, A DOWNDRAFT, AND ROUGH TERRAIN IN THE DRY RIVER BED.",61.1508,-149.1091,MAULE,M-5,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,"CROSTICK, ARTHUR",state_centroid
NYC89FA183,ACC,1989-08-06T11:38:00Z,WISCASSET,Maine,United States,N2175W,Fatal,2,0,0,THE PILOT'S LOSS OF CONTROL OF THE AIRPLANE AND UNCONTROLLED DESCENT DURING ATTEMPTED FLIGHT IN INSTRUMENT METEOROLOGICAL CONDITIONS.,43.6773,-70.2715,BEECH,B24R,AIR,9B9,WISCASSET,FALSE,1,,PERS,91,Destroyed,IMC,,state_centroid
MIA89FA214,ACC,1989-08-05T03:00:00Z,MARCO,Florida,United States,N2676S,Fatal,1,0,0,"CONTINUED VFR FLIGHT BY THE PILOT INTO INSTRUMENT METEOROLOGICAL CONDITIONS (IMC), HIS MISJUDGMENT OF ALTITUDE AND HIS PHYSICAL IMPAIRMENT FROM USE OF DRUGS.  CONTRIBUTING FACTORS WERE: THE PILOT'S PROBABLE SPATIAL DISORIENTATION, AND THE NIGHT/WEATHER CONDITIONS.",25.784,-80.2101,CESSNA,210L,AIR,,,FALSE,1,,UNK,91,Destroyed,IMC,ROBERT S WEST FALL,state_centroid
CHI89LA163,ACC,1989-08-04T15:30:00Z,PUTNAM,Illinois,United States,N60263,Minor,0,0,2,IMPROPER USE OF CARBURETOR HEAT BY THE PILOT WHICH RESULTED IN REDUCED POWER FOR TAKEOFF. THE OBSTRUCTIONS (HANGAR & TREES) AND WEATHER CONDITIONS WERE CONTRIBUTING FACTORS.,41.8375,-87.6866,CESSNA,150J,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
ANC89LA132,ACC,1989-08-03T21:00:00Z,CANYON CREEK,Alaska,United States,N679RK,None,0,0,0,"THE PILOT'S IMPROPER PLANNING/DECISION CONCERNING FUEL MANAGEMENT, WHICH RESULTED IN FUEL STARVATION. CONTRIBUTING FACTORS WERE:  PROBABLE WATER IN THE FUEL, INADEQUATE ALTITUDE FOR AN ENGINE RESTART, AND THE TERRAIN CONDITIONS.",61.1508,-149.1091,PIPER,PA-18,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
ANC89LA131,ACC,1989-07-30T20:00:00Z,TOZITNA RIVER,Alaska,United States,N4005Y,Minor,0,0,1,"IMPROPER PREFLIGHT PLANNING/PREPARATION BY THE PILOT.  HIGH OBSTRUCTIONS, UNFAVORABLE WIND CONDITIONS, AND TREES WERE CONTRIBUTING FACTORS.",61.1508,-149.1091,CESSNA,185,AIR,NONE,,FALSE,1,,PERS,91,Substantial,VMC,"WAREHAM, CHARLES L.",state_centroid
NYC89DNC01,ACC,1989-07-29T15:45:00Z,WARREN/SUGARBUS,Vermont,United States,GQLB,Serious,0,2,0,"FAILURE OF THE PILOT TO MAINTAIN ADEQUATE AIRSPEED WHILE MANEUVERING IN SHIFTING/TURBULENT AIR, AND HIS INADEQUATE REMEDIAL ACTION TO AVOID OR RECOVER FROM THE INADVERTENT SPIN.  THE SHIFTING/TURBULENT/GUSTY WIND CONDITION WAS A RELATED FACTOR.",44.4876,-73.2316,BONDS & BUNGEY,HP-14,GLI,,,TRUE,0,,PERS,91,Destroyed,VMC,,state_centroid
BFO89FA064,ACC,1989-07-29T12:00:00Z,BRADSHAW,Maryland,United States,N3663W,Serious,0,1,2,AN ENGINE POWER LOSS DUE TO FUEL STARVATION FOR UNKNOWN REASONS.,39.3051,-76.6144,PIPER,PA-32-260,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
BFO89FA063,ACC,1989-07-28T16:30:00Z,TRUE,West Virginia,United States,N7162P,Fatal,1,0,0,THE PILOTS FAILURE TO PROPERLY MONITOR THE FUEL SUPPLY WHICH RESULTED IN FUEL STARVATION. THE AIRCRAFT STALLED AS THE PILOT PERFORMED AN EVASIVE MANEUVER TO AVOID THE MOUNTAIN TOP.,38.4109,-82.4345,PIPER,PA-24-250,AIR,,,FALSE,1,,PERS,91,Destroyed,VMC,,state_centroid
NYC89LA175,ACC,1989-07-24T11:30:00Z,BRICKTOWN,New Jersey,United States,N8388A,None,0,0,0,UNDETERMINED. THE TERRAIN WAS A RELATED FACTOR.,40.2237,-74.7641,CESSNA,170B,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,FRANK E.  BRICE,state_centroid
ANC89LA127,ACC,1989-07-23T18:30:00Z,ALEXANDER CREEK,Alaska,United States,N6366N,None,0,0,0,THE PILOT FAILED TO MAINTAIN CONTROL OF THE AIRCRAFT DURING THE LANDING FLARE/TOUCHDOWN. TURBULENCE WAS A CONTRIBUTING FACTOR.,61.1508,-149.1091,CHAMPION,7GCBC,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
ANC89LA126,ACC,1989-07-20T20:30:00Z,NYAC MINE,Alaska,United States,N7G,None,0,0,0,FAILURE OF THE LEFT RUDDER PEDAL BAR ASSEMBLY AND FAILURE OF THE PILOT TO MAINTAIN CONTROL OF THE AIRCRAFT.  IMPROPER MAINTENANCE AND THE PILOT'S LACK OF TOTAL EXPERIENCE WERE CONSIDERED TO BE CONTRIBUTING FACTORS.,61.1508,-149.1091,CESSNA,140,AIR,,NYAC,FALSE,1,,PERS,91,Substantial,VMC,"LUCAS, MICHAEL R.",state_centroid
NYC89LA163,ACC,1989-07-13T14:30:00Z,WALPOLE,Maine,United States,N5014H,Minor,0,0,1,A LOSS OF ENGINE POWER FOR UNDETERMINED REASONS. CONTRIBUTING TO THE ACCIDENT WAS THE POWERLINE WHICH THE AIRPLANE CONTACTED.,43.6773,-70.2715,PIPER,PA-11,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,BERNARD PAUL RISLEY,state_centroid
ANC89FA119,ACC,1989-07-10T18:45:00Z,44 NW FAIRBANKS,Alaska,United States,N91052,None,0,0,0,"IMPROPER PLANNING/DECISION BY THE PILOT, WHICH RESULTED IN FUEL STARVATION.  FACTORS RELATED TO THE ACCIDENT WERE: INACCURATE FUEL CONSUMPTION CALCULATIONS, INADEQUATE FUEL SUPPLY, TURBULENCE, TAILWIND, TERRAIN CONDITIONS, AND TREES (WILLOWS) IN THE EMERGENCY LANDING AREA.",61.1508,-149.1091,CESSNA,207,AIR,,,FALSE,1,NSCH,UNK,135,Substantial,VMC,LARRY'S FLYING SERVICE,state_centroid
ATL89DKJ06,ACC,1989-07-08T17:30:00Z,GOODWAY,Alabama,United States,N6941Z,Serious,0,1,0,THE IN-FLIGHT SEPARATION OF THE LEFT WING WHICH FAILED BECAUSE OF A CORROSION INDUCED FATIGUE FRACTURE.,33.5279,-86.7971,PIPER,PA-25-235,AIR,,,FALSE,1,UNK,AAPL,137,Destroyed,VMC,,state_centroid
ANC89LA118,ACC,1989-07-08T00:00:00Z,EUREKA,Alaska,United States,N7029K,Serious,0,1,1,LOSS OF ENGINE POWER FOR AN UNKNOWN REASON.  A FACTOR RELATED TO THE ACCIDENT WAS:  ROUGH TERRAIN IN THE EMERGENCY LANDING AREA.,61.1508,-149.1091,PIPER,PA-20,AIR,,DIRT STRIP,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
ANC89LA116,ACC,1989-07-06T14:30:00Z,KILLEY RIVER,Alaska,United States,N88273,None,0,0,0,THE PILOT FAILED TO ASSURE SUFFICIENT ALT WAS OBTAINED TO COMPENSATE FOR THE DOWNDRAFTS NEAR THE RIDGE LINE.,61.1508,-149.1091,BELLANCA,7GCBC,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,THOMAS D. DUNN,state_centroid
ANC89LA115,ACC,1989-07-06T12:00:00Z,QUEENS CANNERY,Alaska,United States,N2585M,None,0,0,0,THE PILOT MISJUDGED HIS ALTITUDE AND DISTANCE TO THE RUNWAY DURING THE APPROACH AND FAILED TO ATTAIN THE PROPER TOUCHDOWN POINT.  THE GUSTY CROSSWIND AND BERM WERE CONTRIBUTING FACTORS.,61.1508,-149.1091,PIPER,PA-32,AIR,,QUEENS CANNERY,FALSE,1,NSCH,UNK,135,Substantial,VMC,,state_centroid
ANC89LA117,ACC,1989-07-05T20:30:00Z,EUREKA,Alaska,United States,N60529,None,0,0,0,THE PILOT FAILED TO MAINTAIN CONTROL OF THE AIRPLANE DURING A HARD LANDING A SUBSEQUENT GO-AROUND ATTEMPT.,61.1508,-149.1091,CESSNA,206,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,LOREN STRUTHERS,state_centroid
