NtsbNo,EventType,EventDate,City,State,Country,N,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,CoordSource
NYC98LA132,ACC,1998-06-24T16:10:00Z,GEORGIA,Vermont,United States,N148GC,Minor,0,0,1,The pilot's inadequate inflight decision and the loss of engine power due to a blocked vent line.  A contributing factor was an unreliable fuel gauge.,44.4876,-73.2316,Extra Flugzeugbau,FLUGZEUGBAU EA260,AIR,,,FALSE,1,,PERS,91,Destroyed,VMC,GEORGE S. COY,state_centroid
IAD98FA072,ACC,1998-06-21T22:00:00Z,HEBRON,Connecticut,United States,N12912,Fatal,1,0,0,"The pilot's failure to obtain a weather briefing which resulted in inadvertent flight into instrument meteorological conditions, and his failure to maintain control of the airplane due to spatial disorientation.  Factors in this accident were low ceilings and fog.",41.7661,-72.6834,Cessna,172M,AIR,,,FALSE,1,,PERS,91,Destroyed,IMC,,state_centroid
LAX98LA207,ACC,1998-06-20T10:15:00Z,SKULL VALLEY,Arizona,United States,N45053,Serious,0,2,0,The pilot's failure to maintain control of the aircraft while maneuvering at a low altitude.,33.5722,-112.0892,Naval Aircraft Factory,N3N-3,AIR,,,FALSE,1,,PERS,91,Destroyed,VMC,,state_centroid
NYC98FA124,ACC,1998-06-03T10:42:00Z,DALTON,Massachusetts,United States,N75137,Fatal,3,0,0,"The pilot's decision to continue the flight into instrument meteorological conditions, resulting in a loss of control, and airplane stress limits to be exceeded.  Factors in the accident, the pilot's decision to disregard the preflight weather briefing, and his lack of instrument flight certification.",42.3188,-71.0852,Piper,PA-28-181,AIR,,,FALSE,1,,PERS,91,Destroyed,VMC,,state_centroid
NYC98GA113,ACC,1998-05-25T16:50:00Z,MIDDLEBOROUGH,Massachusetts,United States,N9885E,Fatal,2,0,0,The pilot-in-command's failure to maintain control of the airplane during a VFR go-around.  A factor was the impairment due to drugs.,42.3188,-71.0852,Cessna,182R,AIR,,,FALSE,1,,INST,91,Destroyed,VMC,,state_centroid
IAD98LA063,ACC,1998-05-25T15:00:00Z,PEMBERTON,New Jersey,United States,N6577E,None,0,0,0,The pilot's inadequate fuel consumption calculations and his improper in-flight decision to continue flying with an inadequate fuel supply.,40.2237,-74.7641,Cessna,175,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
CHI98LA148,ACC,1998-05-12T10:30:00Z,CLARKSTON,Michigan,United States,N5876G,Serious,0,1,0,"the pilot selected unsuitable terrain on which to make the precautionary landing due to weather.  Factors associated with the accident were the fog, low ceiling, poor in-flight planning, the precautionary landing, the loose wet gravel on which the precautionary landing was made, and the trees which the airplane contacted.",42.3834,-83.1024,Cessna,150K,AIR,,,FALSE,1,,PERS,91,Substantial,IMC,LAPORTE COUNTY AIR SERVICE,state_centroid
NYC98LA089,ACC,1998-04-05T15:00:00Z,BERKLEY,Massachusetts,United States,N4158Z,None,0,0,0,"loss of engine power for undetermined reason(s), which resulted in a forced landing and subsequent nose-over on uneven terrain.  Uneven terrain (furrow) in the forced landing area was a related factor.",42.3188,-71.0852,Piper,PA-18-150,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
IAD98LA025,ACC,1998-02-01T11:00:00Z,OXFORD,Massachusetts,United States,N78222,None,0,0,0,The pilot's failure to maintain directional control.,42.3188,-71.0852,Cessna,172K,AIR,43M,OXFORD AIRPORT,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
NYC98LA039,ACC,1997-12-09T15:30:00Z,NEW SALEM,Massachusetts,United States,N12219,Fatal,1,1,0,The pilot's failure to maintain adequate altitude/clearance above the water due to his impairment by drugs.  A factor in this accident was the glassy water condition.,42.3188,-71.0852,Cessna,172M,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,PERRY D SAFRAN,state_centroid
FTW98FA028,ACC,1997-10-22T13:40:00Z,CEE VEE,Texas,United States,N46278,Fatal,1,0,0,The pilot's failure to maintain clearance with the power lines during an aerial application flight.,29.786,-95.3885,Weatherly,620B,AIR,,,FALSE,1,UNK,AAPL,137,Destroyed,VMC,,state_centroid
ATL98LA004,ACC,1997-10-20T12:30:00Z,BLAKLEY,Georgia,United States,N9567P,None,0,0,0,the pilot misjudge clearance from trees during pull-up from a swath run.  The obstructions (power line and trees) were related factors.,33.7628,-84.422,Piper,PA-25-235C,AIR,,,FALSE,1,UNK,AAPL,137,Destroyed,VMC,,state_centroid
IAD98LA006,ACC,1997-10-19T11:30:00Z,DUXBURY,Massachusetts,United States,N9614B,None,0,0,0,Failure of the pilot to maintain control of the airplane.  A related factor was the wind gusts.,42.3188,-71.0852,Aviat,A-1,AIR,NONE,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
FTW98TA051,INC,1997-10-15T10:36:00Z,BRYCE CANYON,Utah,United States,N731NX,None,0,0,0,"The failure of the resistor (inverter) in the door seal pressurization air pump due to continuous operation.  Factors were a failure in the door seal pressurization system, its inadequate design by the manufacturer, its inadequate written instructions for installation and operation, and the installation of the improper electrical fuse by unknown persons.",40.7776,-111.9311,Cessna,P210N,AIR,,,FALSE,1,,PUBU,91,Minor,VMC,,state_centroid
LAX98LA005,ACC,1997-10-10T18:22:00Z,RANCHO BERNARDO,California,United States,N2585Z,Serious,0,1,7,The pilot's intentional flight in high wind conditions and his improper in-flight planning.,34.1141,-118.4068,Balloon Works,FIREFLY 11,BALL,,,FALSE,,,OWRK,91,Minor,VMC,,state_centroid
NYC97FA185,ACC,1997-09-23T16:00:00Z,GLASTENBURY,Vermont,United States,CGHUE,Fatal,2,0,0,the pilot's improper decision to disregard the weather briefing and continue into adverse weather which resulted in a loss of control.  The weather was a factor.,44.4876,-73.2316,Piper,PA-28R-200,AIR,,,FALSE,1,,PERS,91,Destroyed,IMC,OTTAWA FLYING CLUB,state_centroid
FTW97LA358,ACC,1997-09-20T11:30:00Z,PETTIGREW,Arkansas,United States,N7045V,None,0,0,0,"The pilot's improper in-flight decision. Factors were the prevailing low ceilings, the inaccurate flight and navigation instruments as result of the failure of the engine accessories vacuum pump and the lack of suitable terrain for the pilot to execute the precautionary landing.",34.7256,-92.3577,Mooney,M20C,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
CHI97FA283,ACC,1997-09-07T14:20:00Z,CRUMP,Michigan,United States,N34142,Fatal,1,0,0,"Continued flight by the non-instrument rated pilot into instrument meteorological conditions (IMC) and her failure to maintain control of the airplane, due to spatial disorientation.  Related factors were the low ceiling, and the pilot's lack of instrument flight capabilities.",42.3834,-83.1024,Cessna,177B,AIR,,,FALSE,1,,PERS,91,Destroyed,VMC,,state_centroid
NYC97FA172,ACC,1997-08-29T12:45:00Z,BAPTISTOWN,New Jersey,United States,N5464Y,Fatal,1,0,0,"failure of the pilot to maintain control of the airplane for undetermined reason(s), while operating it at low altitude.",40.2237,-74.7641,Piper,PA-23-250,AIR,,,FALSE,2,,UNK,91,Destroyed,VMC,WILLIAM SLACK,state_centroid
NYC97FA170,ACC,1997-08-25T10:30:00Z,WARREN TOWNSHIP,New Jersey,United States,N2442S,Fatal,1,0,0,the pilot's loss of control in flight for undetermined reasons and the subsequent collision with terrain.,40.2237,-74.7641,Cessna,337B,AIR,,,FALSE,2,,PERS,91,Destroyed,VMC,,state_centroid
NYC97LA153,ACC,1997-07-25T11:40:00Z,NORWAY,Maine,United States,N8717Z,None,0,0,0,The pilot's failure to maintain control of the airplane while maneuvering to avoid an obstacle.,43.6773,-70.2715,Cessna,185,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
NYC97LA152,ACC,1997-07-23T08:39:00Z,KENSINGTON,New Hampshire,United States,N912AK,Serious,0,1,0,the pilot's inability to obtain and/or maintain control of the airplane after takeoff.,42.7491,-71.491,Kenneson,MERLIN GT,AIR,NONE,COLE AIRSTRIP,TRUE,1,,PERS,91,Substantial,VMC,,state_centroid
IAD97FA095,ACC,1997-07-02T20:36:00Z,PENOBSCOT,Maine,United States,N3896T,Fatal,4,0,0,"The pilot's flight into adverse weather conditions, which resulted in the loss of control.  Factors relating to the accident were the fog and the pilot's lack of an instrument rating.",43.6773,-70.2715,Piper,PA-28R-180,AIR,,,FALSE,1,,PERS,91,Destroyed,IMC,BOB HART,state_centroid
SEA97LA157,ACC,1997-07-01T04:00:00Z,UNKNOWN,Utah,United States,N4395R,None,0,0,0,Undetermined.,40.7776,-111.9311,Cessna,172M,AIR,,,FALSE,1,,UNK,91,Substantial,Unknown,,state_centroid
NYC97LA127,ACC,1997-06-23T15:30:00Z,ROCHESTER,Vermont,United States,N1043G,None,0,0,0,The pilot's inadequate evaluation of the weather that consisted of downdrafts and his inadequate start procedures that resulted in a forced landing and collision with trees.,44.4876,-73.2316,Eiriavion Oy,PIK-20E,GLI,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
NYC97LA119,ACC,1997-06-13T11:00:00Z,SHARON,Vermont,United States,N5700J,Minor,0,0,2,"The pilot's improper decision to descend and fly at 100 feet over a river and his failure to maintain adequate obstacle clearance, which resulted in the in-flight collision with wires.",44.4876,-73.2316,Enstrom,F-280C,HELI,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
NYC97LA111,ACC,1997-06-08T12:50:00Z,JAY,Maine,United States,N6218G,None,0,0,0,the pilot's inaccurate fuel consumption calculations which resulted in fuel exhaustion.,43.6773,-70.2715,Cessna,150K,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
IAD97LA077,ACC,1997-05-24T10:45:00Z,WENTWORTH,New Hampshire,United States,N20892,None,0,0,0,Pilot's inadequate preflight planning to determine the suitability of an unimproved field for landing.,42.7491,-71.491,Cessna,182P,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
NYC97LA097,ACC,1997-05-21T11:47:00Z,CLARKSBURG,New Jersey,United States,N613LG,Serious,0,1,0,The pilot's failure to maintain adequate clearance from the hangar.,40.2237,-74.7641,Enstrom,280-C,HELI,46NJ,PERL ACRES,FALSE,1,,PERS,91,None,VMC,,state_centroid
ANC97LA058,ACC,1997-04-16T20:00:00Z,MANLEY,Alaska,United States,N8310Q,None,0,0,0,"the pilot's inadequate compensation for crosswind conditions and failure to maintain directional control of the airplane during the landing run.  Factors relating to the accident were: frozen terrain, adverse wind condition, and proximity of a snowbank.",61.1508,-149.1091,Cessna,185F,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,ROBIN L. MAHER,state_centroid
ANC97LA050,ACC,1997-03-31T17:30:00Z,MANLEY HOT SPRN,Alaska,United States,N4549C,None,0,0,0,The pilot's selection of an unsuitable landing area.  A factor was the soft snow.,61.1508,-149.1091,Cessna,170,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
SEA97LA079,ACC,1997-03-30T13:40:00Z,GARDINER,Washington,United States,N89PR,Fatal,1,0,0,The pilot-in-command's failure to maintain control of the aircraft. Factors contributing to the accident were gusty and high winds.,47.6211,-122.3244,ROSE,VP-1,AIR,,,TRUE,1,,PERS,91,Destroyed,VMC,,state_centroid
NYC97LA067,ACC,1997-03-28T11:30:00Z,CLAYTON LAKE,Maine,United States,N2852M,Serious,0,2,0,"the pilot's failure to maintain adequate airspeed while maneuvering, which resulted in an inadvertent stall, and uncontrolled descent to the frozen lake surface.",43.6773,-70.2715,Piper,PA-12,AIR,,,FALSE,1,,PERS,91,Destroyed,VMC,,state_centroid
NYC97FA057,ACC,1997-03-06T01:21:00Z,MABIE,West Virginia,United States,N54BT,Fatal,2,0,0,"The pilot's disregard of the preflight weather briefing for severe weather along his route of flight, and his departure into the known and forecasted severe weather.  A factor in the accident was the inadequate FAA oversight of the operator, which fostered an attitude of rule bending.",38.4109,-82.4345,Beech,E-18S,AIR,,,FALSE,2,NSCH,UNK,135,Destroyed,IMC,,state_centroid
IAD97FA043,ACC,1997-01-17T14:35:00Z,ALTON,New Hampshire,United States,N8263Y,Fatal,2,0,0,"An exhaust gas leak, due to inadequate maintenance, which resulted in carbon monoxide poisoning, and incapacitation of the pilot.",42.7491,-71.491,Piper,PA-28-236,AIR,,,FALSE,1,,PERS,91,Destroyed,VMC,,state_centroid
LAX97FA089,ACC,1997-01-13T15:39:00Z,MT SAN JACINTO,California,United States,N31706,Fatal,2,0,0,"continued VFR flight by the pilot into instrument meteorological conditions (IMC), and his failure to maintain proper altitude or clearance from mountainous terrain.  Factors relating to the accident were: the high/mountainous terrain, and the adverse weather condition (low ceiling/clouds).",34.1141,-118.4068,Beech,F33A,AIR,,,FALSE,1,,PERS,91,Destroyed,IMC,,state_centroid
FTW97FA067,ACC,1996-12-21T14:00:00Z,CHACON,New Mexico,United States,N3869A,Fatal,6,0,0,"The pilot's failure to maintain altitude and clearance from the high, mountainous terrain. Factors were; high wind, turbulence, and mountain wave conditions.",35.1054,-106.6465,Beech,A36,AIR,,,FALSE,1,,PERS,91,Destroyed,VMC,,state_centroid
NYC97LA034,ACC,1996-12-21T12:00:00Z,LEVANT,Maine,United States,N56391,None,0,0,0,"the pilot's inadequate compensation for wind conditions, and his failure to maintain clearance from tree(s) during an attempted go-around.  The crosswind and proximity of tree(s) were related factors.",43.6773,-70.2715,Maule,M-5,AIR,NONE,GRIFFIN FIELD,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
MIA97LA032,ACC,1996-12-01T13:00:00Z,SUGARLOAF KEY,Florida,United States,N9545J,Serious,0,1,1,a complete loss of engine power due to a disconnected connecting rod cap.,25.784,-80.2101,Piper,PA-28-180,AIR,,,FALSE,1,,PERS,91,Substantial,Unknown,EDIG EXECUTIVE AIRCRAFT INC.,state_centroid
NYC97FA019,ACC,1996-11-21T18:30:00Z,ANDOVER,Massachusetts,United States,N4926G,None,0,0,0,"failure of the dual magneto, which resulted in a total loss of engine power, and subsequent collision with trees during a forced landing at night.  Darkness and trees in the emergency landing area were related factors.",42.3188,-71.0852,Cessna,172N,AIR,,,FALSE,1,,AOBV,91,Substantial,VMC,,state_centroid
IAD96LA150,ACC,1996-09-21T19:35:00Z,TEMPLETON,Massachusetts,United States,N2607J,Minor,0,0,1,"the student pilot's improper in-flight decision to continued the cross-country flight into night conditions, and his inability to find the destination (or an alternate airport) in a timely manner, which resulted in fuel exhaustion, forced landing, and in-flight collision with trees.  Factors related to the accident were: darkness, and the student pilot's lack of night experience.",42.3188,-71.0852,Cessna,150G,AIR,,,FALSE,1,,INST,91,Destroyed,VMC,,state_centroid
FTW96LA397,ACC,1996-09-20T20:00:00Z,LONESTAR,Texas,United States,N369PT,Minor,0,0,1,The loss of engine power due to the pilot's improper fuel consumption calculations resulting in the fuel exhaustion.  A factor was the unsuitable terrain for the forced landing.,29.786,-95.3885,Cessna,T210L,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
NYC96LA187,ACC,1996-09-20T12:30:00Z,DERRY,New Hampshire,United States,N2738K,None,0,0,0,"the pilot's inadequate preflight inspection, which failed to detect water contaminated fuel, and resulted in a loss of engine power.  A factor relating to the accident was: the pilot's operation of the aircraft with a known deficiency that consisted of a fuel tank leak.",42.7491,-71.491,Cessna,180K,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
NYC96FA182,ACC,1996-09-07T19:50:00Z,FRANKFORD TWNSP,New Jersey,United States,N422FL,Fatal,1,0,0,"the pilot's inadequate preflight planning/preparation by not obtaining a preflight weather briefing, his VFR flight into instrument meteorological conditions (IMC), and his failure to maintain control of the aircraft after becoming spatial disoriented.  Factors relating to the accident were: darkness, and the pilot's lack of recent experience in the type of operation (night and actual instrument flight conditions).",40.2237,-74.7641,Piper,PA-28-140,AIR,,,FALSE,1,,PERS,91,Destroyed,IMC,ROBERT S. GOLABEK,state_centroid
IAD96LA144,ACC,1996-09-06T18:45:00Z,HOPE,Maine,United States,N6632G,None,0,0,0,"inadequate preflight, by not refueling the airplane during an en route stop, which led to fuel exhaustion, loss of engine power, and a subsequent forced landing.",43.6773,-70.2715,Cessna,150L,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,ACE AVIATION,state_centroid
MIA96LA226,ACC,1996-09-05T17:00:00Z,ST CLAIR,Alabama,United States,N8563S,Serious,0,1,0,"failure of the pilot to maintain adequate airspeed, while maneuvering, which resulted in an inadvertent stall and uncontrolled descent to ground.",33.5279,-86.7971,Air Tractor,301,AIR,,,FALSE,1,UNK,AAPL,137,Destroyed,IMC,"FARM AIR, INC.",state_centroid
NYC96LA173,ACC,1996-08-25T18:00:00Z,HAMILTON TWP,New Jersey,United States,N8405F,None,0,0,0,"A complete loss of engine power due to inadequate maintenance that contributed to a loose fuel line fitting, a fuel leak and subsequent fuel starvation.  The uneven terrain was a factor.",40.2237,-74.7641,Lake,LA-250,AIR,,,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
NYC96LA167,ACC,1996-08-13T12:40:00Z,STARKS,Maine,United States,N9913K,None,0,0,0,"the pilot's improper decision to operate at slow airspeed, and close to the critical relative wind azimuth area in gusty, variable winds, which resulted in an inadvertent loss of tail rotor effectiveness.  The gusty crosswind and lack of a suitable terrain for a landing were related factors.",43.6773,-70.2715,Bell,206B,HELI,,,FALSE,1,,AOBV,91,Substantial,VMC,,state_centroid
NYC96LA165,ACC,1996-08-11T20:20:00Z,WEST KINGSTON,Rhode Island,United States,N8121K,None,0,0,0,"the pilot's misjudgment of distance and speed during the approach to land, and his failure to go around while there was still sufficient runway remaining, which resulted in an overrun of the runway and collision with trees.  The lack of natural lighting at dusk was a related factor.",41.823,-71.4187,Piper,PA-28-181,AIR,RI04,RICHMOND,FALSE,1,,PERS,91,Substantial,VMC,,state_centroid
NYC96LA160,ACC,1996-07-28T16:30:00Z,CASTINE,Maine,United States,N65530,None,0,0,0,"the pilot's improper planning/decision, which resulted in fuel exhaustion and loss of engine power, due to an inadequate supply of fuel.  Factors relating to the accident were: false indication from the fuel quantity gauge, and soft terrain in the emergency landing area.",43.6773,-70.2715,Cessna,152,AIR,,,FALSE,1,,INST,91,Substantial,VMC,ROGER E. JOHNSON,state_centroid
